"","inhs.total_Males","dwc.minimumElevationInMeters","idigbio.dateModified","idigbio.version","dwc.lifeStage","dwc.maximumElevationInMeters","dwc.higherGeography","dwc.georeferenceProtocol","idigbio.associateRelationship","dwc.geodeticDatum","dwc.fieldNotes","dwc.dynamicProperties","dwc.verbatimLocality","dwc.reproductiveCondition","dwc.associatedTaxa","inhs.formI_males","dwc.rights","symbiotaverbatimScientificName","dwc.dateIdentified","dwc.dataGeneralizations","dwc.associatedOccurrences","dwc.vernacularName","dwc.lithostratigraphicTerms","dwc.preparation","idigbio.associateIdentifier","dwc.locality","dwc.family","inhs.live","inhs.superfamily","dwc.group","dwc.rightsHolder","dwc.catalogNumber","dwc.latestEpochOrHighestSeries","dwc.verbatimSRS","dwc.fieldNumber","dwc.datasetID","idigbio.substrate","dwc.latestPeriodOrHighestSystem","inhs.location_Basin","dwc.higherClassification","dcterms.accessRights","dcterms.language","dwc.samplingEffort","dcterms.rights","dwc.individualID","dwc.verbatimEventDate","inhs.dead","dwc.locationAccordingTo","id","dwc.originalNameUsage","dwc.georeferenceSources","dcterms.reference","dwc.eventID","dwc.latestAgeOrHighestStage","dcterms.bibliographicCitation","dwc.earliestAgeOrLowestStage","dwc.eventTime","inhs.vouchered","dwc.endDayOfYear","dwc.namePublishedInID","dwc.verbatimTaxonRank","dwc.month","idigbio.etag","dwc.specificEpithet","dcterms.rightsHolder","dwc.basisOfRecord","dwc.relatedResourceID","dwc.occurrenceID","dwc.decimalLatitude","dwc.infraspecificEpithet","dwc.genus","inhs.juv_females","dwc.taxonRank","inhs.instars_Female","fcc.subfamily","dwc.earliestPeriodOrLowestSystem","inhs.formII_females","dwc.disposition","dwc.identificationVerificationStatus","inhs.formII_males","dwc.informationWithheld","dwc.verbatimLongitude","dwc.island","dwc.earliestEraOrLowestErathem","inhs.locationTrs","idigbio.preparationCount","inhs.instars_Male","idigbio.recordId","dwc.georeferencedDate","dwc.country","dwc.stateProvince","dwc.eventRemarks","idigbio.recordIds","dwc.verbatimLatitude","dwc.sex","fcc.superfamily","dwc.verbatimCoordinates","dwc.minimumDepthInMeters","idigbio.associateNotes","dwc.nameAccordingTo","idigbio.uuid","dwc.eventDate","dwc.identificationReferences","idigbio.recordID","fcc.pickedBy","dwc.taxonRemarks","dwc.namePublishedIn","dwc.member","fcc.datePicked","dwc.associatedMedia","idigbio.associateDeterminedBy","dwc.verbatimDepth","dwc.locationRemarks","dwc.identifiedBy","dwc.bed","dwc.kingdom","dwc.identificationID","dwc.georeferenceRemarks","dwc.subgenus","http...symbiota.org.terms.verbatimScientificName","dwc.startDayOfYear","dwc.behavior","idigbio.associateCondition","inhs.total_females","dwc.verbatimCoordinateSystem","dwc.nomenclaturalCode","idigbio.barcodeValue","dwc.county","dwc.locationID","dwc.scientificNameAuthorship","inhs.juv_males","dwc.occurrenceStatus","idigbio.subfamily","dwc.recordNumber","dwc.previousIdentifications","dwc.VerbatimEventDate","dcterms.type","dwc.class","dwc.habitat","dwc.otherCatalogNumbers","dwc.ownerInstitutionCode","dwc.scientificName","dwc.samplingProtocol","dwc.datasetName","dwc.waterBody","dwc.coordinateUncertaintyInMeters","dwc.identificationQualifier","dwc.occurrenceRemarks","dwc.recordedBy","inhs.relic","dwc.continent","idigbio.tribe","dwc.municipality","dcterms.source","dwc.collectionID","dcterms.modified","dwc.day","dwc.associatedReferences","dcterms.references","idigbio.associatedFamily","dwc.collectionCode","dwc.order","dwc.taxonID","idigbio.hostFamily","dwc.associatedSequences","idigbio.subgenus","dwc.coordinatePrecision","idigbio.preservative","dwc.earliestEpochOrLowestSeries","idigbio.determinationHistory","dwc.georeferenceVerificationStatus","dwc.preparations","inhs.location_RiverMile","dwc.countryCode","dwc.formation","dwc.decimalLongitude","idigbio.associatedRelationship","row.number","idigbio.endangeredStatus","dwc.nomenclaturalStatus","inhs.location_Stream","dwc.maximumDepthInMeters","idigbio.createdBy","dwc.institutionID","dwc.verbatimElevation","symbiota.verbatimScientificName","dwc.footprintWKT","idigbio.associateCommonName","dwc.lowestBiostratigraphicZone","dwc.establishmentMeans","dwc.accessRights","dwc.islandGroup","dwc.latestEraOrHighestErathem","dwc.institutionCode","dwc.typeStatus","inhs.juv_undetermined","dwc.georeferencedBy","dwc.scientificNameID","dwc.identificationRemarks","dwc.year","dwc.individualCount","dwc.phylum","idigbio.associateAuthor"
"2342",NA,NA,"2014-09-12T16:45:55.056Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"13240-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"d1053e97-62de-40a9-a31f-cd2b759f3965",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"807e03baa96977a7381426144c5aaffe077944a9","lineata","","PreservedSpecimen",NA,"ABBF9E27-CAA1-4B68-96DA-9DAD751C258D",-23.31947,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"French Polynesia","Gambier Islands","",NA,"","",NA,"",NA,NA,NA,"d1053e97-62de-40a9-a31f-cd2b759f3965","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","TEMOE","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Jenna Moore",NA,"",NA,NA,NA,NA,"09/08/2014",10,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-134.48297,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2013,NA,"",NA
"2435",NA,NA,"2014-09-12T18:04:14.793Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"10949-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"4e65e66f-3c47-43a9-a820-d231c953b08d",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"fb6d2722bc944cfdc5a9ecfb088b8be6ed718ba4","lineata","","PreservedSpecimen",NA,"E374600D-89DB-4899-872D-2E24BAD6EC3E",26.444199,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Japan","Ryukyus","",NA,"","",NA,"",NA,NA,NA,"4e65e66f-3c47-43a9-a820-d231c953b08d","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Okinawa","FMOK11-St-19","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"François Michonneau, Yoshida Ryuta",NA,"",NA,NA,NA,NA,"09/08/2014",14,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,127.772746,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2011,NA,"",NA
"2470",NA,NA,"2014-09-12T14:35:41.710Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"8935-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"a4ea4ffb-fadb-4ff2-9789-2486fcb5277a",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"0e0ac1c391b66e187f52757d4f2a811833062785","lineata","","PreservedSpecimen",NA,"65C4422F-F6EC-4159-BBAA-F3EFDADC7120",-6.38733,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Tanzania","","",NA,"","",NA,"",NA,NA,NA,"a4ea4ffb-fadb-4ff2-9789-2486fcb5277a","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","Werner-Zanzibar-3","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Tim Werner",NA,"",NA,NA,NA,NA,"09/08/2014",16,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,39.28727,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"2489",NA,NA,"2014-09-12T11:47:53.988Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"8334-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"8c27e343-e919-4cff-af59-4b67e53f23b6",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"897fad7e86b743c27c39ba9e677429760a34bfc9","lineata","","PreservedSpecimen",NA,"2C20B4A2-BCFC-4A3D-9CDD-DC21BFF233B6",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Australia","Queensland","",NA,"","",NA,"",NA,NA,NA,"8c27e343-e919-4cff-af59-4b67e53f23b6","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","AUST-ST-045","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"François Michonneau, Molly Timmers",NA,"",NA,NA,NA,NA,"09/08/2014",15,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"2492",NA,NA,"2014-09-12T11:52:32.632Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"205-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"9a287144-f97a-4641-9813-a6b290b7db4b",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"42ebf4f9d21fb8969033c8532078f2f47af51934","lineata","","PreservedSpecimen",NA,"B25573C9-BC25-4A5D-91E6-ADF941899BE9",13.5,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"USA","Mariana Islands","",NA,"","",NA,"",NA,NA,NA,"9a287144-f97a-4641-9813-a6b290b7db4b","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Guam Island","ZZZ-085827","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Paulay, G.",NA,"",NA,NA,NA,NA,"09/08/2014",22,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,144.8,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",1984,NA,"",NA
"2520",NA,NA,"2014-09-12T10:11:05.994Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"13248-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"bbacd3bf-8958-4733-ae11-5af97056d69b",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"7cf09e4fe6e89e2a227b3c2ead3e800b361898ba","lineata","","PreservedSpecimen",NA,"F9852D9D-C993-44E7-B444-DB5D031ECD40",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Egypt","","",NA,"","",NA,"",NA,NA,NA,"bbacd3bf-8958-4733-ae11-5af97056d69b","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","Anker-Egypt-08","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Arthur Anker",NA,"",NA,NA,NA,NA,"09/08/2014",8,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"2532",NA,NA,"2014-09-12T11:13:55.975Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"6369-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"4052b80b-cf65-4e1d-86e7-460196d665c7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"ac7f823edc2810cd2382cb98c43dce8d7ebb4af1","lineata","","PreservedSpecimen",NA,"392F155C-9BED-48C0-8C22-26EAEC845C07",-21.1008,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"France","Mascarene Islands","",NA,"","",NA,"",NA,NA,NA,"4052b80b-cf65-4e1d-86e7-460196d665c7","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Reunion Island","SWIO-FM37","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Nicolas Hubert & Francois Michonneau",NA,"",NA,NA,NA,NA,"09/08/2014",30,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,55.2437,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2007,NA,"",NA
"2560",NA,NA,"2014-09-12T17:05:30.837Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"9703-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"e507c8df-9075-4c38-900b-00d1d9881ddc",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"e3919ad730fcaf96820ea716823177f200399bea","lineata","","PreservedSpecimen",NA,"31F81705-BC68-4412-8A3E-202E5D3E2139",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Egypt","","",NA,"","",NA,"",NA,NA,NA,"e507c8df-9075-4c38-900b-00d1d9881ddc","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","Anker-Egypt-01","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Arthur Anker",NA,"",NA,NA,NA,NA,"09/08/2014",3,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"2570",NA,NA,"2014-09-12T15:35:12.252Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"9771-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"0112ff74-663e-4c1b-8361-6f1a1d3b36d6",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"31944c2a43824bfe1c0669f16382f0bc76d1bc3a","lineata","","PreservedSpecimen",NA,"28946A7F-8E49-4E65-8D1C-35096E1D1B7D",-17.48673,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"French Polynesia","Society Islands","",NA,"","",NA,"",NA,NA,NA,"0112ff74-663e-4c1b-8361-6f1a1d3b36d6","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Moorea Island","BIZ-028","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Arthur Anker, Sarah McPherson, Edward Braun, Allen Collins",NA,"",NA,NA,NA,NA,"09/08/2014",23,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-149.82708,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"2575",NA,NA,"2014-09-12T18:17:30.366Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"5626-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"127f1524-311a-4816-8735-a6f95fcdd051",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"5cb8f7af93214033eba64cff28f2900bb764fe66","lineata","","PreservedSpecimen",NA,"CA7066B7-1572-4C0F-A764-792952E40FEE",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Philippines","Bohol","",NA,"","",NA,"",NA,NA,NA,"127f1524-311a-4816-8735-a6f95fcdd051","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","SEMP-30","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Kris Netchy & Alex Kerr",NA,"",NA,NA,NA,NA,"09/08/2014",11,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2006,NA,"",NA
"2603",NA,NA,"2014-09-12T18:15:35.234Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"2009-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"95dfd04d-ee1f-4fef-9664-f9f5fa8496e8",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"4a3d108277755a40368b27fc14d709d9e702a658","lineata","","PreservedSpecimen",NA,"33D37971-9BD0-414D-A88E-D184987BB6BD",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Fiji","Fiji Islands","",NA,"","",NA,"",NA,NA,NA,"95dfd04d-ee1f-4fef-9664-f9f5fa8496e8","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Viti Levu Island","BFIJI-418B","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,"09/08/2014",2,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",1989,NA,"",NA
"2615",NA,NA,"2014-09-12T18:26:09.610Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"12454-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"402d6c88-4baa-4905-ab4d-2c703c618bf3",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1bd5021c3d28b9c95e65b2f3dc93ae4f28bdd406","lineata","","PreservedSpecimen",NA,"99F20DA0-24CF-461A-B611-91C2F2C44156",-17.489864,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"French Polynesia","Society Islands","",NA,"","",NA,"",NA,NA,NA,"402d6c88-4baa-4905-ab4d-2c703c618bf3","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Moorea Island","BIZ-764","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Gustav Paulay",NA,"",NA,NA,NA,NA,"09/08/2014",29,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-149.825484,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2012,NA,"",NA
"2626",NA,NA,"2014-09-12T13:11:23.264Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"9643-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"652ecf83-564c-459e-8396-cabab75e08f7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"25571787f8ff24f1ccb9033040db9ced5e9796dd","lineata","","PreservedSpecimen",NA,"AC59603E-9137-4410-8152-91C6F22C74FB",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Ecuador","Galapagos Islands","",NA,"","",NA,"",NA,NA,NA,"652ecf83-564c-459e-8396-cabab75e08f7","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","Hickman-024","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Cleveland P. Hickman, Jr. & W.C. Ober",NA,"",NA,NA,NA,NA,"09/08/2014",29,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",1995,NA,"",NA
"2628",NA,NA,"2014-09-12T13:11:29.444Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"6732-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"2105cdc0-1052-4cd2-a32b-e5b19a2e35a2",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"75097f3d7b8fac8a22bc491ee04ccbdaef33df8d","lineata","","PreservedSpecimen",NA,"384A979F-3457-4F84-B7F9-A60CAEF3D071",13.479906,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"USA","Mariana Islands","",NA,"","",NA,"",NA,NA,NA,"2105cdc0-1052-4cd2-a32b-e5b19a2e35a2","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Guam Island","FM-St-GU08-01","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"François Michonneau",NA,"",NA,NA,NA,NA,"09/08/2014",6,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,144.726632,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2008,NA,"",NA
