"","dwc.locationRemarks","idigbio.etag","inhs.juv_females","dwc.verbatimSRS","dwc.catalogNumber","dwc.latestPeriodOrHighestSystem","dwc.stateProvince","dwc.identificationVerificationStatus","dwc.verbatimLocality","dwc.preparation","dwc.occurrenceStatus","inhs.instars_Female","dwc.minimumElevationInMeters","dwc.verbatimElevation","dwc.locality","dwc.otherCatalogNumbers","dwc.georeferencedBy","dwc.scientificName","inhs.formII_males","fcc.subfamily","idigbio.associateCondition","idigbio.barcodeValue","dwc.family","dwc.dataGeneralizations","dwc.verbatimDepth","dwc.associatedMedia","dwc.originalNameUsage","dwc.endDayOfYear","idigbio.determinationHistory","dwc.day","dwc.order","symbiotaverbatimScientificName","dcterms.rightsHolder","dwc.informationWithheld","dcterms.rights","idigbio.preservative","dcterms.modified","inhs.location_Stream","dwc.associatedTaxa","dwc.bed","dwc.latestAgeOrHighestStage","inhs.live","dwc.institutionCode","dwc.dateIdentified","dwc.geodeticDatum","dwc.continent","dwc.waterBody","dwc.earliestAgeOrLowestStage","dwc.occurrenceID","dwc.class","dwc.lithostratigraphicTerms","dwc.phylum","inhs.formII_females","dwc.verbatimTaxonRank","dwc.behavior","dwc.sex","idigbio.recordIds","dwc.identifiedBy","dwc.year","idigbio.uuid","dwc.recordedBy","dwc.subgenus","dwc.earliestEraOrLowestErathem","dwc.associatedReferences","dwc.group","dwc.nomenclaturalStatus","dwc.rights","dwc.higherGeography","dwc.nomenclaturalCode","dwc.coordinatePrecision","dcterms.source","dwc.formation","dwc.accessRights","dwc.scientificNameID","dwc.preparations","dwc.islandGroup","dwc.individualID","dwc.collectionID","dwc.startDayOfYear","dwc.countryCode","dwc.genus","idigbio.associateIdentifier","dwc.georeferenceRemarks","dwc.kingdom","dwc.decimalLatitude","dwc.latestEraOrHighestErathem","inhs.formI_males","symbiota.verbatimScientificName","dwc.minimumDepthInMeters","dwc.previousIdentifications","dcterms.language","dwc.lifeStage","inhs.juv_males","dcterms.type","dwc.taxonRemarks","inhs.location_Basin","dwc.samplingProtocol","dwc.georeferenceSources","dwc.identificationRemarks","idigbio.subfamily","dwc.fieldNumber","dwc.maximumElevationInMeters","inhs.superfamily","dwc.scientificNameAuthorship","dwc.fieldNotes","dwc.identificationReferences","dwc.dynamicProperties","dwc.decimalLongitude","dwc.eventID","dwc.collectionCode","dwc.county","inhs.instars_Male","dwc.taxonRank","dwc.taxonID","idigbio.substrate","dwc.occurrenceRemarks","dwc.associatedOccurrences","dwc.establishmentMeans","dwc.samplingEffort","dwc.locationID","dwc.identificationQualifier","idigbio.associatedFamily","idigbio.recordID","idigbio.endangeredStatus","dwc.maximumDepthInMeters","dwc.island","dwc.nameAccordingTo","dwc.eventTime","idigbio.preparationCount","inhs.relic","idigbio.associateCommonName","idigbio.associateAuthor","inhs.total_Males","fcc.datePicked","dwc.datasetID","dwc.coordinateUncertaintyInMeters","dwc.disposition","dwc.infraspecificEpithet","dwc.georeferenceVerificationStatus","idigbio.associateRelationship","fcc.superfamily","dwc.verbatimCoordinates","dwc.verbatimLongitude","dwc.eventRemarks","dwc.earliestEpochOrLowestSeries","dwc.higherClassification","dwc.identificationID","dwc.basisOfRecord","inhs.total_females","idigbio.subgenus","idigbio.associateDeterminedBy","idigbio.createdBy","dwc.member","inhs.locationTrs","dwc.relatedResourceID","dwc.lowestBiostratigraphicZone","dwc.georeferencedDate","dwc.verbatimCoordinateSystem","dwc.month","dwc.verbatimLatitude","dwc.typeStatus","dwc.individualCount","dcterms.bibliographicCitation","idigbio.recordId","dwc.recordNumber","id","http...symbiota.org.terms.verbatimScientificName","dwc.associatedSequences","dwc.latestEpochOrHighestSeries","dwc.eventDate","dwc.vernacularName","inhs.juv_undetermined","dwc.namePublishedIn","fcc.pickedBy","dwc.ownerInstitutionCode","inhs.vouchered","dcterms.reference","dwc.institutionID","idigbio.tribe","dcterms.references","dwc.country","dwc.datasetName","idigbio.version","dwc.municipality","idigbio.associatedRelationship","dwc.namePublishedInID","dwc.VerbatimEventDate","dwc.earliestPeriodOrLowestSystem","idigbio.associateNotes","dwc.reproductiveCondition","dwc.verbatimEventDate","dcterms.accessRights","dwc.rightsHolder","dwc.habitat","dwc.georeferenceProtocol","inhs.dead","inhs.location_RiverMile","dwc.locationAccordingTo","idigbio.dateModified","row.number","dwc.specificEpithet","dwc.footprintWKT","idigbio.hostFamily"
"183","","39d14322a4c723914cebfe84bb66500d1748fa3c",NA,NA,"5608-Echinodermata",NA,"Bohol","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,13,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"0DDCFD87-56D2-4D74-92B2-86007FA58336","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2006,"d06af634-0937-47b6-9641-c22c821edf4b","Kris Netchy & Alex Kerr",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",NA,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"SEMP-35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",6,"","",NA,NA,NA,"","d06af634-0937-47b6-9641-c22c821edf4b",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T10:29:11.037Z",NA,"impatiens",NA,NA
"192","","eb7688faca71f1b564ac26f3ff5499d1b8d305fa",NA,NA,"1835-Echinodermata",NA,"Niue Island","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,30,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"347ABFDD-AEF4-411E-BAE6-4224B5B0D540","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",1986,"41f6ac9e-e169-4c00-9585-3ce7014d254d","Paulay, G.",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-19.1,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",-169.9,NA,"Invertebrate Zoology","Niue Island",NA,NA,NA,NA,NA,"",NA,NA,"HNIUE-003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",4,"","",NA,NA,NA,"","41f6ac9e-e169-4c00-9585-3ce7014d254d",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Niue Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T11:59:43.006Z",NA,"impatiens",NA,NA
"212","","66e0701dfa6d4aa5163999a8942cf1c21252ea27",NA,NA,"975-Echinodermata",NA,"New Caledonia","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,26,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"1EF656F3-4B9A-48FE-8893-A39A4A1B5713","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",1999,"a33a007b-f724-4e0a-bd34-c4b96ae4aa0a","Paulay, G.",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",NA,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"BNEC-009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",1,"","",NA,NA,NA,"","a33a007b-f724-4e0a-bd34-c4b96ae4aa0a",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T12:45:52.912Z",NA,"impatiens",NA,NA
"216","","6c0f6613d4a84832207ccce57a4878ba04bc2129",NA,NA,"7158-Echinodermata",NA,"","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,18,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"6346C4CC-D18D-4C23-B1FB-08701BFAAC63","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2008,"a71505d8-bd24-4d9a-9875-6c6db9bb54ef","Gustav Paulay",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-13.2989,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",48.1472,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"MGNW-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",5,"","",NA,NA,NA,"","a71505d8-bd24-4d9a-9875-6c6db9bb54ef",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T12:51:15.638Z",NA,"impatiens",NA,NA
"225","","ae6ef246ab2de8d27758dd816fb608aebbd49c36",NA,NA,"6371-Echinodermata",NA,"Mascarene Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,1,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"30C61168-B5AC-412E-8F8E-585CB4C2F4E4","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2007,"6f8d89c2-1a8b-43cb-8f0e-b5fc9b8c5e69","Nicolas Hubert & Francois Michonneau",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-21.0895,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",55.2312,NA,"Invertebrate Zoology","Reunion Island",NA,NA,NA,NA,NA,"",NA,NA,"SWIO-FM38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",8,"","",NA,NA,NA,"","6f8d89c2-1a8b-43cb-8f0e-b5fc9b8c5e69",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T16:44:07.342Z",NA,"impatiens",NA,NA
"231","","60bc94db41b2f78da93b965135bff92692a87918",NA,NA,"8603-Echinodermata",NA,"Queensland","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,NA,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"C7943267-B08C-4B75-AF2F-34CA209B889B","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2009,"9cff6876-9063-4098-aa13-d0481246d148","",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",NA,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"AUST-ST-000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",2,"","",NA,NA,NA,"","9cff6876-9063-4098-aa13-d0481246d148",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T14:57:55.648Z",NA,"impatiens",NA,NA
"255","","2263995173d3eb4796bd658d688901f1459ce1e4",NA,NA,"7163-Echinodermata",NA,"","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,26,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"E6206D1E-C519-4E5F-BF66-BD93EF8E3497","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2008,"590a6b16-85b3-499a-91db-13cea595bab0","Gustav Paulay",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-13.44624,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",48.33157,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"MGNW-51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",5,"","",NA,NA,NA,"","590a6b16-85b3-499a-91db-13cea595bab0",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T17:57:15.321Z",NA,"impatiens",NA,NA
"274","","a87e84428fd3be0cb7a0cd2e2761051c1cb58e5a",NA,NA,"12049-Echinodermata",NA,"","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,1,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"2567D7FD-68F3-498C-BD27-495E523DAA52","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2012,"1dcef9a6-b615-4d29-964f-eca267b49b42","Gustav Paulay",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",11.51025,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",42.67256,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"DJRS-016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",10,"","",NA,NA,NA,"","1dcef9a6-b615-4d29-964f-eca267b49b42",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T15:05:13.369Z",NA,"impatiens",NA,NA
"278","","162e3ed237bb5dc07151db3569eecf184be186cf",NA,NA,"8944-Echinodermata",NA,"","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,16,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"6D7CE6CE-44E6-4D07-925D-19F580DF41E3","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2009,"30a7dd5e-36b3-46d8-8c3c-9e1d6a521ad5","Tim Werner",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-6.38733,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",39.28727,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"Werner-Zanzibar-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",8,"","",NA,NA,NA,"","30a7dd5e-36b3-46d8-8c3c-9e1d6a521ad5",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Tanzania",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T17:13:51.169Z",NA,"impatiens",NA,NA
"287","","2f304984a5c9f72e8cf11ee6bdd7882825070dc8",NA,NA,"10955-Echinodermata",NA,"Ryukyus","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,15,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"72183EE9-847E-4369-8C94-711C475A88D5","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2011,"172f9aa5-5d95-4a36-b8a4-3762fbfc2e15","François Michonneau, Yoshida Ryuta",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",26.251732,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",127.672239,NA,"Invertebrate Zoology","Okinawa",NA,NA,NA,NA,NA,"",NA,NA,"FMOK11-St-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",5,"","",NA,NA,NA,"","172f9aa5-5d95-4a36-b8a4-3762fbfc2e15",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T14:21:17.592Z",NA,"impatiens",NA,NA
"289","","db9a1374746cdc5da85eb3aa698292d79927bc98",NA,NA,"15889-Echinodermata",NA,"New Caledonia","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,22,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"809678AE-79C5-4FEB-897C-CDE5BF50ABDB","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2013,"5d1a95e6-9ca2-4f58-9032-40ca3cb6ccd6","Nathaniel Evans",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-18.48788,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",163.09553,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"NEST34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",11,"","",NA,NA,NA,"","5d1a95e6-9ca2-4f58-9032-40ca3cb6ccd6",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T14:27:02.849Z",NA,"impatiens",NA,NA
"290","","ea349436a334b6ed55f66b45c74abd1dca03d191",NA,NA,"4307-Echinodermata",NA,"Sanma Province","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,16,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"1E0A8788-3334-4B0A-B238-55DBA840E2B4","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2005,"47e3c626-d948-4de1-bbe3-6cf9549576c4","Meyer, C.",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-15.5325,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",167.214166666667,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"CPM-VAN-010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",1,"","",NA,NA,NA,"","47e3c626-d948-4de1-bbe3-6cf9549576c4",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Vanuatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T14:31:31.110Z",NA,"impatiens",NA,NA
"388","","ea44b12d7d1f0d061118a79c6fcadbd4cd6bb108",NA,NA,"6058-Echinodermata",NA,"Hawaiian Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,NA,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"61E481C3-6635-423E-8FAE-AA748FB7B057","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2006,"6ebedddf-76d5-40cb-8e69-be85781acc8e","",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",NA,NA,"Invertebrate Zoology","Oahu Island",NA,NA,NA,NA,NA,"",NA,NA,"FFS-OAHU-RUBEX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",10,"","",NA,NA,NA,"","6ebedddf-76d5-40cb-8e69-be85781acc8e",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T09:36:11.402Z",NA,"impatiens",NA,NA
"396","","0d345044d171ad8283e316b9cb5cb4dbad55da6f",NA,NA,"7221-Echinodermata",NA,"","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,26,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"171961FC-550F-4CAF-8521-58E650D64937","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2008,"c533f18c-ad3b-46ec-a68d-6bdfced159e8","Gustav Paulay",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-13.44624,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",48.33157,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"MGNW-51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",5,"","",NA,NA,NA,"","c533f18c-ad3b-46ec-a68d-6bdfced159e8",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T10:22:10.265Z",NA,"impatiens",NA,NA
"398","","f618777ea288333da2fb659f55b7a0dc5e9ad9a0",NA,NA,"13653-Echinodermata",NA,"","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,11,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"30A925B0-0A9A-47FA-9E52-C81A0EF1A5A6","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2013,"60b3ceb3-a0bd-4990-9637-b36da5ba14b8","Arthur Anker, Patrick Norby, Gustav Paulay",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",16.79097,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",42.19865,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"SAFA-024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",3,"","",NA,NA,NA,"","60b3ceb3-a0bd-4990-9637-b36da5ba14b8",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T10:26:37.306Z",NA,"impatiens",NA,NA
